key,ko,en,fr,it,de,es,ja,pt-BR,ru,zh-Hans
p,"제가 마을을 구할 수 있다면... 해볼게요! 촌장님, 믿어주셔서 감사해요.","If I can save the village... then I'll do it! Thank you for believing in me, Chief.","Si je peux sauver le village... alors je le ferai ! Merci de croire en moi, Chef.","Se posso salvare il villaggio... allora lo farò! Grazie per aver creduto in me, capo.","Wenn ich das Dorf retten kann... dann werde ich es tun! Danke, dass Sie an mich glauben, Chef.","Si puedo salvar al pueblo... ¡lo haré! Gracias por creer en mí, jefe.",僕に村が救えるなら...やってみます！村長さん、信じてくれてありがとうございます。,"Se eu posso salvar a vila... então farei isso! Obrigado por acreditar em mim, chefe.","Если я могу спасти деревню... тогда я сделаю это! Спасибо, что верите в меня, староста.","如果我能拯救村子……我会去做的！谢谢您相信我, 村长。"
e,"그래, 가서 놈의 갈증을 풀어주렴. 네가 그곳에 닿는 순간, 이 뜨거운 고통도 모두 사라질 거다.","Yes, go and quench its thirst. The moment you reach that place, this burning suffering will all disappear.","Oui, va étancher sa soif. Dès que tu atteindras cet endroit, cette souffrance brûlante disparaîtra.","Sì, vai a placare la sua sete. Nel momento in cui raggiungerai quel luogo, tutta questa sofferenza ardente scomparirà.","Ja, geh und stille seinen Durst. In dem Moment, in dem du diesen Ort erreichst, wird all dieses brennende Leid verschwinden.","Sí, ve y calma su sed. En el momento en que llegues allí, todo este dolor abrasador desaparecerá.",そうだ、行ってあいつの渇きを満たしてやるんだ。お前がそこへ辿り着いた瞬間、この灼けるような苦しみもすべて消えるだろう。,"Sim, vá e sacie a sede da criatura. No momento em que você chegar lá, todo esse sofrimento ardente desaparecerá.","Да, иди и утоли его жажду. В тот миг, когда ты доберёшься туда, эта жгучая боль исчезнет.","没错, 去平息它的饥渴吧。当你抵达那里的一瞬间, 这炽热的痛苦也会全部消失。"
p,(열쇠를 꽉 쥐고 비장하면서도 기쁜 표정으로 광산 입구를 향해 달려간다.),(Clutches the key tightly and runs toward the mine entrance with a solemn yet joyful expression.),(Serre la clé contre lui et court vers l'entrée de la mine avec une expression à la fois grave et joyeuse.),(Stringe forte la chiave e corre verso l'ingresso della miniera con un'espressione solenne ma felice.),"(Umklammert den Schlüssel fest und rennt mit einem ernsten, aber freudigen Ausdruck zum Mineneingang.)",(Aprieta la llave con fuerza y corre hacia la entrada de la mina con una expresión solemne pero feliz.),（鍵を強く握りしめ、決意と喜びの入り混じった表情で鉱山の入り口へ駆け出していく。）,"(Aperta a chave com força e corre em direção à entrada da mina com uma expressão solene, mas feliz.)","(Крепко сжимает ключ и бежит к входу в шахту с серьёзным, но радостным выражением лица.)","（紧紧握住钥匙, 带着悲壮却欣喜的表情朝矿山入口跑去。）"
e,(멀어지는 피코의 뒷모습을 한참 동안 바라보다가 아주 낮게 읊조린다.),(Watches Pico's fading figure for a long time before murmuring quietly.),(Observe longuement la silhouette de Pico s'éloigner avant de murmurer doucement.),(Osserva a lungo la figura di Pico allontanarsi prima di mormorare sottovoce.),(Beobachtet lange Picos verschwindende Gestalt und murmelt dann leise.),(Observa durante mucho tiempo la figura de Pico alejándose antes de murmurar en voz baja.),（遠ざかっていくピコの背中を長い間見つめた後、静かに呟く。）,(Observa por muito tempo a figura de Pico se afastando antes de murmurar baixinho.),"(Долго смотрит вслед удаляющемуся Пико, затем тихо шепчет.)","（久久注视着皮科远去的背影, 随后低声呢喃。）"
e,부디 길을 잃지 말고 잘 찾아가야 할 텐데...,I only hope you don't lose your way and manage to reach it safely...,J'espère simplement que tu ne te perdras pas et que tu atteindras cet endroit sain et sauf...,Spero solo che tu non perda la strada e riesca ad arrivarci sano e salvo...,"Ich hoffe nur, dass du dich nicht verirrst und sicher dort ankommst...",Solo espero que no te pierdas y logres llegar allí sano y salvo...,どうか道に迷わず、無事に辿り着いてくれればいいが...,Só espero que você não se perca e consiga chegar lá em segurança...,"Надеюсь только, что ты не собьёшься с пути и сумеешь добраться туда...","只希望你不要迷路, 能够顺利抵达那里……"
T,**,**,**,**,**,**,**,**,**,**





T,********************************************29. 제단에서 촌장과의 대면*******************************************
p,촌장님? 여긴 위험하다고 하셨는데 어떻게 먼저 오신 거예요?,"Chief? You said this place was dangerous, so how did you get here before me?","Chef ? Vous aviez dit que cet endroit était dangereux, alors comment êtes-vous arrivé ici avant moi ?","Capo? Avevate detto che questo posto era pericoloso, quindi come avete fatto ad arrivare qui prima di me?","Chef? Ihr habt doch gesagt, dieser Ort sei gefährlich. Wie seid ihr dann vor mir hierher gekommen?","¿Jefe? Dijo que este lugar era peligroso, ¿entonces cómo llegó aquí antes que yo?",村長？ここは危険だって言ってたのに、どうして先に来てるんですか？,Chefe? O senhor disse que este lugar era perigoso. Então como chegou aqui antes de mim?,"Староста? Вы же говорили, что здесь опасно. Тогда как вы оказались здесь раньше меня?",村长？您不是说这里很危险吗？怎么会比我先到这里？
p,어... 그런데 저기 좀 보세요. 보라색 광석 가운데가 꼭 제 모양처럼 파여 있어요.,Uh... But look over there. The middle of that purple ore is carved exactly like my shape.,Euh... Mais regardez là-bas. Le centre de ce minerai violet est creusé exactement à ma forme.,Eh... Ma guardate laggiù. Il centro di quel minerale viola è scavato esattamente con la mia forma.,Äh... Aber schaut mal dort drüben hin. Die Mitte dieses violetten Erzes ist genau in meiner Form ausgehöhlt.,Eh... Pero mire eso. El centro de ese mineral morado tiene exactamente mi forma.,あれ…でも見てください。あの紫色の鉱石の真ん中、僕の形みたいにくぼんでます。,Ah... Mas olhe ali. O meio daquele minério roxo está esculpido exatamente no meu formato.,Эм... Но посмотрите туда. Центр этой фиолетовой руды выдолблен точно по моей форме.,"啊……可是您看那边。那块紫色矿石的中央, 竟然凹出了和我一模一样的形状。"
p,마치 누가 절 기다리고 있었던 것처럼... 왜 제 모양이랑 똑같이 생긴 틀이 있는 거죠?,It's like someone was waiting for me... Why is there a mold shaped exactly like me?,On dirait que quelqu'un m'attendait... Pourquoi y a-t-il un moule exactement à ma forme ?,È come se qualcuno mi stesse aspettando... Perché c'è uno stampo identico alla mia forma?,"Es ist, als hätte jemand auf mich gewartet... Warum gibt es eine Form, die genau wie ich aussieht?",Es como si alguien me hubiera estado esperando... ¿Por qué hay un molde exactamente igual a mí?,まるで誰かが僕を待っていたみたいです…どうして僕と同じ形の型があるんですか？,É como se alguém estivesse me esperando... Por que existe um molde exatamente igual a mim?,"Как будто кто-то ждал меня... Почему здесь есть форма, точно похожая на меня?",简直像是有人一直在等我一样……为什么会有和我一模一样的凹槽？
e,(천천히 돌아보며) 생각보다 일찍 도착했구나.,(Slowly turning around) You arrived earlier than I expected.,(Se retournant lentement) Tu es arrivé plus tôt que je ne le pensais.,(Voltandosi lentamente) Sei arrivato prima del previsto.,"(Dreht sich langsam um) Du bist früher angekommen, als ich erwartet hatte.",(Dándose la vuelta lentamente) Llegaste antes de lo que esperaba.,（ゆっくり振り返りながら）思ったより早く着いたな。,(Virando-se lentamente) Você chegou mais cedo do que eu esperava.,"(Медленно оборачиваясь) Ты добрался раньше, чем я ожидал.",（缓缓转过身）你比我预想中来得更早。
e,"그 열기를 뚫고 여기까지 오다니, 역시 내가 공들여 관리한 보람이 있어.",To make it all the way here through that heat... It proves all the effort I spent maintaining you was worth it.,Traverser cette chaleur pour arriver jusqu'ici... Cela prouve que tous les efforts que j'ai consacrés à te maintenir en état en valaient la peine.,Essere arrivato fin qui attraversando quel calore... dimostra che tutti gli sforzi che ho fatto per mantenerti sono valsi la pena.,"Dass du es trotz dieser Hitze bis hierher geschafft hast... zeigt, dass sich all die Mühe gelohnt hat, die ich in deine Instandhaltung gesteckt habe.",Llegar hasta aquí atravesando ese calor... demuestra que todo el esfuerzo que dediqué a mantenerte valió la pena.,あの熱気を突き抜けてここまで来るとは…やはり私が丹念に整備してきた甲斐があったな。,Chegar até aqui atravessando todo esse calor... prova que todo o esforço que investi em manter você valeu a pena.,"Добраться сюда сквозь этот жар... Значит, все усилия, которые я вложил в твоё обслуживание, были не напрасны.","居然能穿过那样的高热来到这里……看来我一直以来精心维护你, 确实没有白费。"
T,**,**,**,**,**,**,**,**,**,**





T,********************************************30. 피코 속박 후*******************************************
p,촌장님? 이게 무슨... 사슬이 안 풀려요! 제발 이거 좀 놔주세요!,Chief? What is this...?! The chains won't come off! Please let me go!,"Chef ? Qu'est-ce que...?! Les chaînes ne se détachent pas ! S'il vous plaît, laissez-moi partir !","Capo? Che cos'è questo...?! Le catene non si staccano! Vi prego, lasciatemi andare!",Chef? Was ist das...? Die Ketten gehen nicht ab! Bitte lasst mich frei!,"¿Jefe? ¿Qué es esto...? ¡Las cadenas no se sueltan! ¡Por favor, déjeme ir!",村長？これは一体…？！鎖が外れません！お願いです、離してください！,"Chefe? O que é isso...? As correntes não saem! Por favor, me solte!","Староста? Что это...? Цепи не снимаются! Пожалуйста, отпустите меня!",村长？这到底是……？！锁链解不开！求求您放开我！
e,네 모양이 왜 거기 새겨져 있는지 궁금하니? 그건 거기가 바로 네 '자리'이기 때문이란다.,Do you wonder why your shape is carved there? Because that is where you belong.,Tu te demandes pourquoi ta forme est gravée là ? C'est parce que c'est précisément là qu'est ta place.,Ti stai chiedendo perché la tua forma sia incisa lì? Perché quello è esattamente il tuo posto.,"Fragst du dich, warum dort deine Form eingraviert ist? Weil genau dort dein Platz ist.",¿Te preguntas por qué tu forma está grabada ahí? Porque ese es exactamente tu lugar.,なぜそこにお前の形が刻まれているのか気になるか？そこがお前の『居場所』だからだよ。,Está se perguntando por que sua forma está gravada ali? Porque aquele é exatamente o seu lugar.,"Тебе интересно, почему там высечена именно твоя форма? Потому что именно там твоё место.",你很好奇为什么那里会刻着你的形状吗？因为那里本来就是属于你的位置。
e,"피코, 넌 인간이 아니야. 내가 광석을 얻기 위해 공수한 정교한 '냉각 장치'일 뿐이지.","Pico, you are not human. You are merely a sophisticated 'cooling device' I brought here to obtain ore.","Pico, tu n'es pas humain. Tu n'es qu'un sophistiqué « dispositif de refroidissement » que j'ai fait venir pour obtenir du minerai.","Pico, tu non sei umano. Sei soltanto un sofisticato 'dispositivo di raffreddamento' che ho procurato per ottenere minerali.","Pico, du bist kein Mensch. Du bist lediglich eine ausgeklügelte 'Kühlvorrichtung', die ich beschafft habe, um Erz zu gewinnen.","Pico, tú no eres humano. Eres simplemente un sofisticado 'dispositivo de enfriamiento' que traje para obtener minerales.",ピコ、お前は人間じゃない。お前は鉱石を得るために私が用意した精巧な『冷却装置』にすぎない。,"Pico, você não é humano. É apenas um sofisticado 'dispositivo de resfriamento' que trouxe para obter minério.","Пико, ты не человек. Ты всего лишь сложное 'охлаждающее устройство', которое я раздобыл ради добычи руды.","皮科, 你根本不是人类。你不过是我为了获取矿石而运来的精密“冷却装置”罢了。"
p,냉각 장치라니... 무슨 말씀을 하시는 거예요?,A cooling device...? What are you talking about?,Un dispositif de refroidissement...? De quoi parlez-vous ?,Un dispositivo di raffreddamento...? Di cosa state parlando?,Eine Kühlvorrichtung...? Wovon redet ihr da?,¿Un dispositivo de enfriamiento...? ¿De qué está hablando?,冷却装置って…何を言ってるんですか？,Um dispositivo de resfriamento...? Do que o senhor está falando?,Охлаждающее устройство...? О чём вы говорите?,冷却装置……？您到底在说什么？
e,"너는 땅을 파서 광석을 모으는 동시에, 그 과정에서 발생하는 마찰로 냉각 에너지를 축적하게 설계되었단다.",You were designed to dig the earth and gather ore while simultaneously accumulating cooling energy from the friction generated in the process.,Tu as été conçu pour creuser la terre et récolter du minerai tout en accumulant de l'énergie de refroidissement grâce à la friction produite durant ce processus.,"Sei stato progettato per scavare la terra e raccogliere minerali, accumulando allo stesso tempo energia di raffreddamento grazie all'attrito generato durante il processo.","Du wurdest dafür konstruiert, die Erde aufzubrechen und Erz zu sammeln, während du gleichzeitig durch die entstehende Reibung Kühlenergie speicherst.",Fuiste diseñado para cavar la tierra y recolectar minerales mientras acumulas energía de enfriamiento mediante la fricción generada en el proceso.,お前は地面を掘って鉱石を集めると同時に、その過程で生じる摩擦によって冷却エネルギーを蓄積するよう設計されているんだ。,Você foi projetado para cavar a terra e coletar minério enquanto acumula energia de resfriamento através do atrito gerado nesse processo.,"Ты был создан для того, чтобы копать землю и добывать руду, одновременно накапливая охлаждающую энергию за счёт трения, возникающего в процессе.","你被设计成一边挖掘土地, 收集矿石, 一边通过摩擦产生并储存冷却能量。"
e,"부지런히 일할수록 마을엔 광물이 쌓이고, 네 몸속엔 저 괴물을 잠재울 냉각제가 차오르는 일석이조의 구조지.","The harder you worked, the more ore the village gained, and the more coolant accumulated inside your body to suppress that monster. A perfect twofold system.","Plus tu travaillais dur, plus le village accumulait de minerai, et plus ton corps se remplissait de liquide de refroidissement capable d'apaiser ce monstre. Un système parfaitement rentable.","Più lavoravi duramente, più il villaggio accumulava minerali, e più il tuo corpo si riempiva di refrigerante per placare quel mostro. Un sistema perfetto sotto ogni aspetto.","Je fleißiger du gearbeitet hast, desto mehr Erz sammelte das Dorf, und desto mehr Kühlmittel sammelte sich in deinem Körper an, um jenes Monster zu besänftigen. Ein perfektes System mit doppeltem Nutzen.","Cuanto más trabajabas, más minerales obtenía el pueblo, y más refrigerante se acumulaba dentro de tu cuerpo para contener a ese monstruo. Un sistema perfecto de doble beneficio.",お前が働けば働くほど村には鉱石が蓄積され、お前の体にはあの怪物を鎮める冷却剤が満ちていく。一石二鳥の仕組みというわけだ。,"Quanto mais você trabalhava, mais minério a vila acumulava e mais líquido de resfriamento se acumulava em seu corpo para conter aquele monstro. Um sistema perfeito de benefício duplo.","Чем усерднее ты работал, тем больше руды получала деревня, и тем больше охлаждающей жидкости накапливалось в твоём теле, чтобы сдерживать того монстра. Идеальная система двойной выгоды.","你越是勤奋工作, 村子里的矿石就越多, 而你体内积累的冷却剂也会越来越充足, 用来压制那个怪物。这可是“一举两得”的完美结构。"
e,원래 너 같은 인형들은 감정 따위 없이 기계적으로 광석만 캐다가 때가 되면 이 틀 안에 들어갔어야 했어.,"Originally, dolls like you were supposed to mine ore mechanically without emotions, then enter this frame once the time came.","À l'origine, des poupées comme toi étaient censées extraire du minerai mécaniquement, sans émotions, puis entrer dans ce réceptacle lorsque le moment viendrait.","In origine, bambole come te avrebbero dovuto scavare minerali meccanicamente, senza emozioni, per poi entrare in questa struttura quando fosse arrivato il momento.","Eigentlich sollten Puppen wie du emotionslos mechanisch Erz abbauen und sich dann, wenn die Zeit gekommen ist, in diese Vorrichtung begeben.","Originalmente, muñecos como tú debían extraer minerales mecánicamente, sin emociones, y entrar en este receptáculo cuando llegara el momento.",本来、お前のような人形は感情など持たず、機械のように鉱石を掘り続け、時が来ればこの器に収まるはずだった。,"Originalmente, bonecos como você deveriam minerar minério mecanicamente, sem emoções, e entrar nesta estrutura quando chegasse a hora.","Изначально такие куклы, как ты, должны были без эмоций механически добывать руду, а когда придёт время — войти в эту форму.","原本像你这样的“人偶”应该毫无感情地机械挖矿, 等到时机成熟后, 再乖乖进入这个容器。"
e,그런데 너는 참 골치 아픈 돌연변이더구나. 쓸데없는 감정이 생겨서 인간 흉내를 내느라 수거 시간만 늦어졌지.,But you turned out to be quite a troublesome mutation. Those useless emotions made you imitate humans and delayed your retrieval.,"Mais toi, tu t'es révélé être une mutation bien gênante. Ces émotions inutiles t'ont poussé à imiter les humains et n'ont fait que retarder ta récupération.","Ma tu sei diventato una mutazione davvero problematica. Quelle inutili emozioni ti hanno fatto imitare gli esseri umani, ritardando soltanto il momento del recupero.",Doch du bist eine ausgesprochen lästige Mutation geworden. Diese nutzlosen Gefühle haben dich Menschen nachahmen lassen und deine Einsammlung nur verzögert.,Pero resultaste ser una mutación bastante problemática. Esas emociones inútiles te hicieron imitar a los humanos y solo retrasaron tu recolección.,だが、お前は実に厄介な突然変異だった。無駄な感情など芽生えたせいで、人間の真似をして回収が遅れたんだからな。,Mas você acabou sendo uma mutação bastante problemática. Essas emoções inúteis fizeram você imitar humanos e apenas atrasaram sua recuperação.,Но ты оказался весьма проблемной мутацией. Эти бесполезные эмоции заставили тебя подражать людям и лишь отсрочили твою утилизацию.,"可你偏偏成了个麻烦的“变异品”。多余的感情让你开始模仿人类, 只会拖延回收时间。"
p,"그럴 리 없어요! 루나 누나랑 약속도 했고, 포라 아주머니도 저를...","That can't be true! I made promises with Luna, and Aunt Pora also...","C'est impossible ! J'ai fait une promesse à Luna, et tante Pora aussi...","Non è possibile! Ho fatto una promessa a Luna, e anche zia Pora mi...","Das kann nicht sein! Ich habe Luna etwas versprochen, und Tante Pora hat mich auch...","¡Eso no puede ser! Le hice una promesa a Luna, y la tía Pora también me...",そんなはずないです！ルナ姉ちゃんとも約束したし、ポラおばさんだって僕を…,"Isso não pode ser! Eu prometi à Luna, e a tia Pora também me...","Этого не может быть! Я дал обещание Луне, и тётя Пора тоже меня...","不可能！我还和露娜姐姐约好了, 芙拉阿姨她也一直把我……"
e,"그들이 널 아꼈던 건 네가 착해서가 아니라, 네가 식혀주지 않으면 마을이 타 죽기 때문이야.","The reason they cherished you wasn't because you were kind, but because the village would burn to ashes if you didn't cool it down.","S'ils tenaient à toi, ce n'était pas parce que tu étais gentil, mais parce que le village brûlerait sans toi pour le refroidir.","Se ti hanno tenuto caro non è perché fossi gentile, ma perché il villaggio sarebbe bruciato senza il tuo raffreddamento.","Dass sie dich geschätzt haben, lag nicht daran, dass du nett warst, sondern daran, dass das Dorf ohne deine Kühlung verbrennen würde.","La razón por la que te apreciaban no era porque fueras amable, sino porque el pueblo ardería sin ti para enfriarlo.",彼らがお前を大切にしていたのは、お前が優しいからじゃない。お前が冷やさなければ村が焼け落ちるからだ。,"Eles só cuidavam de você não porque fosse bondoso, mas porque a vila queimaria sem o seu resfriamento.","Они дорожили тобой не потому, что ты был добрым, а потому что без тебя деревня бы сгорела.","他们珍惜你, 并不是因为你善良, 而是因为如果没有你来冷却, 整个村子都会被烧成灰烬。"
e,너는 처음부터 저 뜨거운 구덩이 속에 던져지기 위해 태어난 도구란다.,"From the very beginning, you were a tool created to be thrown into that burning pit.","Depuis le début, tu n'étais qu'un outil destiné à être jeté dans cette fosse brûlante.",Fin dall'inizio sei stato creato come uno strumento destinato a essere gettato in quel pozzo ardente.,"Von Anfang an wurdest du als Werkzeug erschaffen, das in jene glühende Grube geworfen werden sollte.","Desde el principio, fuiste creado como una herramienta destinada a ser arrojada a ese pozo ardiente.",お前は最初から、あの灼熱の穴へ投げ込まれるために生まれた道具なんだ。,"Desde o começo, você foi criado como uma ferramenta destinada a ser jogada naquele poço ardente.","С самого начала ты был инструментом, созданным для того, чтобы тебя бросили в ту раскалённую яму.","你从一开始, 就是为了被投入那个炽热深坑而诞生的工具。"
e,"자, 이제 네 소임을 다하거라. 네 몸이 저 심장 속으로 녹아 들어갈 때 마을은 평화를 얻겠지.","Now, fulfill your duty. When your body melts into that heart, the village shall know peace.","Maintenant, accomplis ton devoir. Lorsque ton corps fondra dans ce cœur, le village connaîtra enfin la paix.","Ora compi il tuo dovere. Quando il tuo corpo si scioglierà dentro quel cuore, il villaggio troverà la pace.","Nun erfülle deine Aufgabe. Wenn dein Körper in jenem Herzen schmilzt, wird das Dorf Frieden finden.","Ahora cumple tu deber. Cuando tu cuerpo se derrita dentro de ese corazón, el pueblo obtendrá la paz.",さあ、お前の役目を果たすんだ。お前の体があの心臓へ溶け込む時、村は平和を得るだろう。,"Agora cumpra seu dever. Quando seu corpo se fundir naquele coração, a vila finalmente terá paz.","А теперь исполни своё предназначение. Когда твоё тело растворится в том сердце, деревня обретёт покой.","来吧, 完成你的使命。当你的身体融化进那颗心脏时, 村子就能获得和平。"
e,마지막까지 에너지를 잘 채워와 줘서 고맙구나.,Thank you for filling yourself with energy so well until the very end.,Merci d'avoir si bien accumulé de l'énergie jusqu'au tout dernier instant.,Grazie per aver accumulato così bene l'energia fino all'ultimo momento.,"Danke, dass du bis zuletzt so zuverlässig Energie gesammelt hast.",Gracias por llenar tu cuerpo de energía hasta el final.,最後までしっかりエネルギーを満たしてくれて感謝するよ。,Obrigado por ter acumulado tanta energia até o fim.,"Спасибо, что до самого конца так хорошо накапливал энергию.",谢谢你直到最后都如此努力地储存能量。
e,"너를 보내고 나면, 다음번엔 이런 감정 결함이 없는 깨끗한 놈으로 다시 준비해야겠구나.","Once you're gone, next time I'll prepare a cleaner model without these emotional defects.","Une fois que tu auras disparu, je préparerai la prochaine fois un modèle propre, sans ce genre de défaut émotionnel.","Quando te ne sarai andato, la prossima volta preparerò un modello più pulito, privo di questi difetti emotivi.","Sobald du fort bist, werde ich beim nächsten Mal ein sauberes Modell ohne solche emotionalen Defekte vorbereiten.","Cuando desaparezcas, la próxima vez prepararé un modelo limpio sin estos defectos emocionales.",お前を送り出した後は、次こそこんな感情不良のない綺麗な個体を用意しないとな。,"Depois que você se for, prepararei um modelo novo sem esses defeitos emocionais.","Когда тебя не станет, в следующий раз я подготовлю более чистую модель без подобных эмоциональных дефектов.","等你被送进去后, 下次我得准备一个没有这种情感缺陷的“干净型号”才行。"
p,...허억! 촌장님! 안 돼요!,...Gah! Chief! No!,...Ah ! Chef ! Non !,...Ah! Capo! No!,...Ahh! Chef! Nein!,¡...Ah! ¡Jefe! ¡No!,…うあっ！村長！やめてください！,...Ah! Chefe! Não!,...А-а! Староста! Нет!,……啊！村长！不要啊！
T,**,**,**,**,**,**,**,**,**,**





T,********************************************31. 꿈에서 깬 뒤 쿠로와의 대화*******************************************
p,(허공을 움켜쥐려다 멈추고 떨리는 손으로 자신의 몸을 살핀다.),"(Tries to grasp at the air, then stops and examines his trembling body.)","(Tente d'agripper le vide puis s'arrête, examinant son corps tremblant.)","(Cerca di afferrare il vuoto, poi si ferma e osserva il proprio corpo tremante.)","(Versucht in die Luft zu greifen, hält jedoch inne und betrachtet mit zitternden Händen seinen Körper.)","(Intenta agarrar el aire, pero se detiene y observa su cuerpo tembloroso.)",（虚空を掴もうとして止まり、震える手で自分の身体を見つめる。）,"(Tenta agarrar o vazio, mas para e observa o próprio corpo trêmulo.)","(Пытается схватить пустоту, но замирает и дрожащими руками осматривает своё тело.)","（试图抓住虚空, 却停了下来, 用颤抖的手检查自己的身体。）"
p,여긴... 광장? 다 타버렸어... 전부...,This is... the plaza? Everything burned down... all of it...,Ici... la place du village ? Tout a brûlé... tout...,Questo è... la piazza? È tutto bruciato... tutto quanto...,Das hier ist... der Platz? Alles ist verbrannt... alles...,¿Esto es... la plaza? Todo se quemó... todo...,ここは…広場？全部燃えてる…何もかも…,Aqui é... a praça? Tudo queimou... tudo...,Это... площадь? Всё сгорело... всё...,这里是……广场？全都烧毁了……全部……
p,꿈이었나? 촌장님이 나를 비웃으며 보라색 광석 틀에 밀어 넣던 그 모습이...?,Was it a dream? That image of the chief laughing at me while pushing me into that purple ore mold...?,Était-ce un rêve ? Cette image du chef se moquant de moi en me poussant dans ce moule de minerai violet...?,Era un sogno? L'immagine del capo che rideva di me mentre mi spingeva dentro quella struttura di minerale viola...?,"War das ein Traum? Dieses Bild vom Dorfchef, der mich auslacht und in diese violette Erzform drängt...?",¿Fue un sueño? ¿Esa imagen del jefe riéndose de mí mientras me empujaba al molde de mineral morado...?,夢だったのか？村長が笑いながら僕を紫色の鉱石の型に押し込んだあの光景は…？,Foi um sonho? Aquela imagem do chefe rindo de mim enquanto me empurrava para dentro daquele molde de minério roxo...?,"Неужели это был сон? Тот образ старосты, смеющегося и заталкивающего меня в форму из фиолетовой руды...?","那是梦吗？村长一边嘲笑我, 一边把我推进紫色矿石凹槽里的画面……？"
k,놀라긴. 악몽이라도 꾼 거냐?,You startled? Did you have a nightmare or something?,"Quoi, tu as eu peur ? Tu as fait un cauchemar ou quoi ?","Che c'è, ti sei spaventato? Hai fatto un incubo o cosa?","Na, erschrocken? Hattest du etwa einen Albtraum?","¿Qué pasa, te asustaste? ¿Tuviste una pesadilla o algo así?",驚いたか？悪夢でも見たのか。,"O que foi, assustou-se? Teve um pesadelo ou algo assim?","Что, испугался? Кошмар приснился, что ли?","怎么, 吓到了？做噩梦了吗？"
p,쿠로 아저씨! 마을이 왜 이래요? 다들 어디 있어요? 촌장님은요!,Mr. Kuro! Why is the village like this? Where is everyone? And the chief?!,Monsieur Kuro ! Pourquoi le village est-il dans cet état ? Où est tout le monde ? Et le chef ?!,Signor Kuro! Perché il villaggio è ridotto così? Dove sono tutti? E il capo?!,Herr Kuro! Warum sieht das Dorf so aus? Wo sind alle? Und der Dorfchef?!,¡Señor Kuro! ¿Por qué está así el pueblo? ¿Dónde están todos? ¿Y el jefe?!,クロウさん！どうして村がこんなことに？みんなどこにいるんですか？村長は？！,Sr. Kuro! Por que a vila ficou assim? Onde está todo mundo? E o chefe?!,Господин Куро! Почему деревня стала такой? Где все? И староста?!,库洛先生！村子为什么会变成这样？大家都去哪了？村长呢？！
k,글쎄. 이 지옥 같은 열기를 버티고 서 있는 건 너 하나뿐이야.,Who knows. You're the only one left standing against this hellish heat.,Qui sait. Tu es le seul encore debout à supporter cette chaleur infernale.,Chissà. Sei l'unico rimasto in piedi a sopportare questo calore infernale.,"Wer weiß. Du bist der Einzige, der diese höllische Hitze noch aushält.",Quién sabe. Eres el único que sigue de pie soportando este calor infernal.,さあな。この地獄みたいな熱気の中で立っていられるのは、お前だけだ。,Quem sabe. Você é o único ainda de pé suportando esse calor infernal.,"Кто знает. Только ты один всё ещё стоишь, выдерживая этот адский жар.","谁知道呢。能够在这种地狱般高温下还站着的, 只剩你一个了。"
p,그럴 리 없어요. 촌장님이 저를 광석을 캐며 에너지를 채우는 냉각 장치라고 했단 말이에요!,That can't be true. The chief said I was a cooling device that gathered energy while mining ore!,C'est impossible. Le chef a dit que j'étais un dispositif de refroidissement qui accumulait de l'énergie en extrayant du minerai !,Non è possibile. Il capo ha detto che ero un dispositivo di raffreddamento che accumulava energia scavando minerali!,"Das kann nicht sein. Der Dorfchef sagte, ich sei eine Kühlvorrichtung, die beim Erzabbau Energie sammelt!",¡Eso no puede ser! ¡El jefe dijo que yo era un dispositivo de enfriamiento que acumulaba energía mientras extraía minerales!,そんなはずないです。村長は僕を、鉱石を掘りながらエネルギーを溜める冷却装置だって言ったんです！,Isso não pode ser. O chefe disse que eu era um dispositivo de resfriamento que acumulava energia enquanto minerava minério!,"Этого не может быть. Староста сказал, что я — охлаждающее устройство, накапливающее энергию во время добычи руды!","不可能！村长明明说过, 我是通过挖矿来积蓄能量的冷却装置！"
p,제가 부지런히 일한 게 괴물을 식히기 위한 준비였다고 비웃었단 말이에요!,He laughed and said all my hard work was just preparation to cool the monster!,Il s'est moqué de moi en disant que tout mon travail servait seulement à préparer le refroidissement du monstre !,Ha riso dicendo che tutto il mio duro lavoro serviva solo a raffreddare il mostro!,"Er hat mich ausgelacht und gesagt, all meine harte Arbeit sei nur Vorbereitung gewesen, um das Monster zu kühlen!",¡Se burló de mí diciendo que todo mi esfuerzo solo servía para enfriar al monstruo!,僕が一生懸命働いてたのは、怪物を冷やすための準備だったって笑ってたんです！,Ele riu dizendo que todo o meu esforço era apenas preparação para resfriar o monstro!,"Он смеялся и говорил, что вся моя усердная работа была лишь подготовкой к охлаждению монстра!","他说我拼命工作, 只不过是在为冷却那个怪物做准备, 还嘲笑了我！"
